City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,chibougamau,49.9168,-74.3659,13.79,54,75,1.54,CA,1683859562
366,aibak,36.2647,68.0155,22.26,35,79,1.92,AF,1683859563
367,kailua-kona,19.6406,-155.9956,25.49,80,40,4.63,US,1683859517
368,taro,-8.3862,115.28,24.92,74,78,2.34,ID,1683859564
369,brookings,44.3114,-96.7984,20.18,83,0,5.66,US,1683859564
370,kapuskasing,49.4169,-82.4331,13.0,82,75,1.54,CA,1683859355
371,general conesa,-40.1,-64.4333,15.0,53,99,6.13,AR,1683859565
372,fada,9.5667,8.3,22.05,81,99,1.17,NG,1683859566
373,cedral,23.8,-100.7333,25.4,14,1,3.24,MX,1683859566
374,karukh,34.4811,62.5863,18.49,50,30,4.58,AF,1683859567
375,torbat-e jam,35.244,60.6225,20.42,44,40,2.63,IR,1683859567
376,morehead city,34.7229,-76.726,20.0,75,0,4.47,US,1683859395
377,ouarzazat,30.9189,-6.8934,24.16,15,0,5.14,MA,1683859568
378,le vauclin,14.5452,-60.8388,26.03,83,20,2.06,MQ,1683859568
379,dakhla,23.6848,-15.958,18.28,92,28,6.41,EH,1683859569
380,camapua,-19.5314,-54.0439,17.85,74,60,2.08,BR,1683859569
381,vanimo,-2.6741,141.3028,30.39,67,87,3.13,PG,1683859569
382,mata-utu,-13.2816,-176.1745,28.77,69,62,6.65,WF,1683859570
383,hami,42.8,93.45,25.02,9,80,3.07,CN,1683859570
384,ngambe,4.2333,10.6167,20.61,98,91,1.05,CM,1683859571
385,galle,6.0367,80.217,26.79,87,100,4.44,LK,1683859571
386,wacheng,33.7833,114.5167,26.39,37,13,3.83,CN,1683859571
387,betare oya,5.6,14.0833,19.01,94,50,0.5,CM,1683859572
388,labasa,-16.4167,179.3833,28.7,70,49,3.83,FJ,1683859572
389,limoux,42.9167,2.1667,7.36,84,72,3.01,FR,1683859573
390,wanning,18.8003,110.3967,26.0,90,99,3.74,CN,1683859573
391,antsiranana,-12.2787,49.2917,23.85,80,14,5.64,MG,1683859573
392,oranjemund,-28.55,16.4333,12.99,79,100,9.68,NA,1683859574
393,nanzhang chengguanzhen,31.7839,111.8275,26.29,42,97,1.18,CN,1683859574
394,guiuan,11.0333,125.7247,28.9,73,83,4.21,PH,1683859575
395,la'ie,21.6477,-157.9253,25.31,70,43,2.68,US,1683859576
396,ndago,-4.6,34.35,15.1,86,77,2.1,TZ,1683859576
397,marsh harbour,26.5412,-77.0636,25.12,73,36,7.92,BS,1683859577
398,zaozersk,69.4005,32.4476,3.26,100,100,2.5,RU,1683859577
399,berbera,10.4396,45.0143,29.33,75,100,2.57,SO,1683859577
400,acarau,-2.8856,-40.12,25.57,83,22,2.44,BR,1683859578
401,gebeit,21.0667,36.3167,26.18,14,0,1.59,SD,1683859579
402,pendleton,45.6721,-118.7886,21.76,43,0,3.6,US,1683859579
403,lata,40.1629,-8.3327,15.45,84,1,1.54,PT,1683859579
404,bermejo,-32.8833,-68.8,15.95,59,31,1.54,AR,1683859580
405,paris,48.8534,2.3488,10.75,83,0,3.6,FR,1683859502
406,visaginas,55.6,26.4167,7.59,67,66,2.0,LT,1683859348
407,namdrik,5.5994,168.1028,26.98,82,100,4.11,MH,1683859581
408,kavieng,-2.5744,150.7967,28.4,74,89,1.55,PG,1683859581
409,labytnangi,66.6572,66.4183,-7.97,94,99,2.0,RU,1683859445
410,polyarnyy,69.1989,33.4478,3.67,100,100,2.8,RU,1683859582
411,tchibanga,-2.85,11.0333,22.23,96,98,0.47,GA,1683859582
412,urucara,-2.5364,-57.76,23.05,99,99,0.44,BR,1683859583
413,malone,44.8487,-74.2949,17.86,73,79,4.02,US,1683859583
414,cidreira,-30.1811,-50.2056,17.02,73,99,4.51,BR,1683859584
415,nagqu,31.5,92.0,-1.38,43,100,3.22,CN,1683859584
416,spring creek,40.7266,-115.5859,15.24,46,100,3.17,US,1683859584
417,osmancik,40.9782,34.8047,9.33,91,100,1.79,TR,1683859383
418,saint-georges,12.0564,-61.7485,27.82,78,20,8.23,GD,1683859585
419,kingscliff,-28.2667,153.5667,21.92,60,100,4.63,AU,1683859586
420,tannum sands,-23.9504,151.3693,25.94,44,16,8.75,AU,1683859586
421,gerash,27.6652,54.1371,22.08,18,31,0.99,IR,1683859586
422,gao,16.6362,1.637,29.91,12,46,2.09,ML,1683859587
423,zhangye,38.9342,100.4517,20.24,14,3,0.83,CN,1683859587
424,hotan,37.0997,79.9269,22.61,6,0,1.43,CN,1683859587
425,martapura,-3.4167,114.85,32.05,62,20,6.17,ID,1683859588
426,brandon,27.9378,-82.2859,26.85,69,0,3.13,US,1683859385
427,anna regina,7.2644,-58.5077,24.91,89,99,2.92,GY,1683859589
428,rabo de peixe,37.8,-25.5833,16.73,82,75,2.06,PT,1683859589
429,apolinario saravia,-24.4328,-63.9954,18.87,60,91,1.5,AR,1683859589
430,makassar,-5.14,119.4221,32.03,58,20,1.54,ID,1683859441
431,kodiak,57.79,-152.4072,6.73,81,100,8.23,US,1683859590
432,vilyuchinsk,52.9306,158.4028,6.81,85,99,1.28,RU,1683859591
433,floro,61.5996,5.0328,7.98,100,100,1.54,NO,1683859591
434,khorinsk,52.1657,109.7726,11.33,22,11,2.86,RU,1683859592
435,saint-pierre,-21.3393,55.4781,22.78,60,0,3.6,RE,1683859592
436,greenville,35.6127,-77.3663,19.54,69,0,4.12,US,1683859475
437,batouri,4.4333,14.3667,20.07,98,86,1.06,CM,1683859593
438,nova vicosa,-17.8919,-39.3719,23.9,83,96,2.5,BR,1683859594
439,chegdomyn,51.1167,133.0167,20.79,19,21,2.83,RU,1683859594
440,lorengau,-2.0226,147.2712,28.73,77,99,2.19,PG,1683859594
441,fort mcmurray,56.7268,-111.381,22.73,24,20,2.06,CA,1683859544
442,xiaoweizhai,26.1903,107.5125,18.02,81,100,2.14,CN,1683859595
443,trujillo,-8.116,-79.03,22.98,83,88,3.6,PE,1683859595
444,brooks,50.5834,-111.8851,13.59,75,83,1.54,CA,1683859596
445,ciudad lazaro cardenas,17.9583,-102.2,27.53,73,100,3.27,MX,1683859596
446,chubbuck,42.9208,-112.4661,14.46,44,20,1.79,US,1683859597
447,kabala,9.5833,-11.55,21.66,94,18,2.35,SL,1683859597
448,meulaboh,4.1363,96.1285,29.77,71,36,3.0,ID,1683859598
449,altai,46.3722,96.2583,11.35,34,21,3.27,MN,1683859598
450,acapulco de juarez,16.8634,-99.8901,28.9,70,40,2.57,MX,1683859599
451,kruisfontein,-34.0033,24.7314,13.82,73,100,7.68,ZA,1683859599
452,ajman city,25.4111,55.435,26.19,31,0,1.03,AE,1683859599
453,sungai raya,0.7,108.9,31.38,64,36,0.52,ID,1683859600
454,nizhniy kuranakh,58.8353,125.4869,0.01,96,100,3.34,RU,1683859600
455,wucheng,29.6008,118.175,19.09,83,99,1.5,CN,1683859601
456,abong mbang,3.9833,13.1833,19.88,98,100,0.55,CM,1683859601
457,lagoa,39.05,-27.9833,16.4,87,79,4.2,PT,1683859601
458,karaidel',55.8337,56.9069,9.52,65,84,3.69,RU,1683859601
459,jupiter,26.9342,-80.0942,25.73,79,21,4.02,US,1683859404
460,dergachi,51.2328,48.7659,10.2,91,98,4.82,RU,1683859602
461,goundam,16.4145,-3.6708,32.25,13,100,2.39,ML,1683859602
462,suluktu,39.9337,69.57,19.71,35,94,1.25,KG,1683859603
463,porvoo,60.3923,25.6651,7.54,58,12,2.3,FI,1683859603
464,sangamner,19.5667,74.2167,33.15,23,3,5.42,IN,1683859405
465,kete krachi,7.7939,-0.0498,27.02,86,53,3.94,GH,1683859603
466,turabah,21.2141,41.6331,26.0,19,17,3.06,SA,1683859604
467,panaba,21.2833,-88.2667,27.16,67,86,6.38,MX,1683859604
468,hasaki,35.7333,140.8333,18.22,51,57,4.35,JP,1683859604
469,les avirons,-21.2418,55.3394,20.41,60,0,3.6,RE,1683859604
470,erbil,36.1926,44.0106,14.9,44,0,0.51,IQ,1683859535
471,pocahontas,36.2615,-90.9712,20.52,98,100,2.57,US,1683859605
472,terrassa,41.5667,2.0167,12.06,75,75,1.03,ES,1683859605
473,tarawa,1.419,172.984,32.05,70,20,5.66,KI,1683859605
474,gdov,58.7406,27.8122,8.19,61,76,2.09,RU,1683859606
475,arawa,-6.2132,155.5367,30.79,68,97,2.05,PG,1683859606
476,mejit,10.2753,170.8646,26.98,84,72,7.58,MH,1683859606
477,kili,5.6439,169.1211,27.89,80,100,5.09,MH,1683859606
478,fairfield glade,36.0004,-84.8863,16.86,85,75,0.89,US,1683859606
479,jangaon,17.7167,79.1833,31.29,49,95,3.84,IN,1683859607
480,weiser,44.251,-116.9693,24.11,58,1,3.16,US,1683859607
481,katol,21.2667,78.5833,35.34,10,11,0.98,IN,1683859607
482,malvan,16.0667,73.4667,29.44,70,100,2.05,IN,1683859607
483,tajerouine,35.8917,8.5528,13.17,91,74,1.97,TN,1683859608
484,karratha,-20.7377,116.8463,28.44,18,0,8.42,AU,1683859608
485,sovetskaya gavan',48.9723,140.2878,8.99,58,0,4.3,RU,1683859608
486,argostolion,38.1811,20.489,14.95,88,0,2.56,GR,1683859608
487,iaciara,-14.0958,-46.6317,22.08,55,86,0.77,BR,1683859609
488,filadelfia,39.9523,-75.1638,18.68,62,0,2.57,US,1683859445
489,trzebiatow,54.0615,15.2648,9.92,81,9,4.19,PL,1683859609
490,santa terezinha,-29.9002,-50.0904,16.42,77,94,3.27,BR,1683859609
491,awjilah,29.1081,21.2869,20.13,46,0,2.34,LY,1683859610
492,chichihualco,17.6833,-99.65,21.15,69,90,3.11,MX,1683859610
493,grantsville,40.5999,-112.4644,15.41,28,0,2.06,US,1683859610
494,kudat,6.8837,116.8477,30.96,74,20,3.09,MY,1683859611
495,san pedro pochutla,15.7333,-96.4667,28.73,69,99,4.19,MX,1683859611
496,okhotsk,59.3833,143.3,3.71,77,100,2.72,RU,1683859611
497,ponta delgada,37.7333,-25.6667,17.4,82,75,2.06,PT,1683859611
498,valparaiso,-33.0393,-71.6273,16.11,58,0,1.54,CL,1683859612
499,simrishamn,55.5565,14.3504,1.08,87,16,3.51,SE,1683859612
500,arar,30.9753,41.0381,22.01,20,0,2.57,SA,1683859612
501,antonio enes,-16.2325,39.9086,22.61,86,97,1.52,MZ,1683859613
502,ketchikan,55.3422,-131.6461,11.99,90,100,3.99,US,1683859613
503,saint-philippe,-21.3585,55.7679,22.77,76,93,4.34,RE,1683859613
504,matipo,-20.2839,-42.3411,17.75,93,41,1.59,BR,1683859614
505,weligama,5.9667,80.4167,25.97,90,100,3.36,LK,1683859614
506,gardner,42.5751,-71.9981,13.14,64,20,0.0,US,1683859614
507,ribeira brava,32.65,-17.0667,19.28,77,53,4.67,PT,1683859614
508,severo-yeniseyskiy,60.3725,93.0408,-0.04,81,100,3.79,RU,1683859615
509,kulunda,52.566,78.9385,13.32,45,81,3.46,RU,1683859615
510,ulaangom,49.9811,92.0667,16.4,40,33,2.11,MN,1683859615
511,mahavelona,-17.6848,49.5087,21.99,90,38,2.63,MG,1683859615
512,mohr,54.3528,9.7167,11.69,85,96,4.12,DE,1683859616
513,kerikeri,-35.2268,173.9474,17.73,65,15,0.45,NZ,1683859616
514,tortoli,39.9256,9.6572,14.9,67,0,9.77,IT,1683859616
515,charters towers,-20.1,146.2667,24.67,52,67,7.38,AU,1683859616
516,hassi messaoud,31.6804,6.0729,27.92,18,0,4.12,DZ,1683859617
517,lhasa,29.65,91.1,7.71,48,89,0.4,CN,1683859617
518,chulakkurgan,43.765,69.1814,27.07,23,100,3.09,KZ,1683859617
519,merritt,50.1123,-120.7942,14.69,54,63,1.99,CA,1683859617
520,kill devil hills,36.0307,-75.676,19.25,73,0,5.14,US,1683859618
521,kilju,40.9642,129.3278,19.19,52,100,2.58,KP,1683859618
522,richards bay,-28.783,32.0377,19.34,89,18,2.77,ZA,1683859618
523,las palmas,28.4204,-14.0131,17.44,77,100,9.26,ES,1683859618
524,cabinda,-5.55,12.2,25.88,94,95,2.28,AO,1683859618
525,katsuren-haebaru,26.3369,127.8719,24.49,60,75,5.14,JP,1683859619
526,satuba,-9.5633,-35.8244,23.45,94,20,2.06,BR,1683859619
527,island harbour,50.724,-1.2758,9.28,94,12,3.84,GB,1683859620
528,dauphin,51.1494,-100.0502,18.08,63,0,1.54,CA,1683859620
529,zhicheng,30.2956,111.5047,26.47,50,9,1.16,CN,1683859620
530,crane,31.3974,-102.3501,25.44,10,1,2.81,US,1683859621
531,kargasok,59.0556,80.8572,0.59,56,93,5.75,RU,1683859621
532,argo,37.6333,22.7333,10.99,89,14,1.9,GR,1683859622
533,moose jaw,50.4001,-105.5344,12.14,87,100,4.12,CA,1683859622
534,rexburg,43.826,-111.7897,16.99,29,40,1.54,US,1683859622
535,alexandria,31.2156,29.9553,18.3,82,0,6.42,EG,1683859436
536,balqash,46.8481,74.995,21.33,32,0,3.0,KZ,1683859624
537,kharp,66.8014,65.8081,-6.5,95,100,2.18,RU,1683859624
538,forster,-32.1667,152.5167,20.64,70,0,1.79,AU,1683859624
539,tofol,5.3248,163.0078,29.88,79,75,1.54,FM,1683859625
540,skelleftea,64.7507,20.9528,9.44,77,80,2.57,SE,1683859625
541,luncavita,45.2833,28.2667,3.17,77,35,1.68,RO,1683859626
542,'ali al gharbi,32.4633,46.6864,29.03,14,0,0.53,IQ,1683859626
543,itoman,26.1247,127.6694,24.74,62,20,5.14,JP,1683859627
544,epanomi,40.4264,22.9286,13.07,88,20,1.54,GR,1683859627
545,dashiqiao,40.6373,122.5025,24.73,25,75,9.67,CN,1683859627
546,san luis de la loma,17.2706,-100.8939,27.55,76,89,1.53,MX,1683859628
547,conceicao da barra,-18.5933,-39.7322,22.54,91,100,1.97,BR,1683859402
548,bentiu,9.2333,29.8333,28.01,49,7,2.16,SS,1683859629
549,shagonar,51.5333,92.8,12.94,61,93,0.92,RU,1683859629
550,cafayate,-26.073,-65.9761,14.28,82,68,0.8,AR,1683859630
551,ulladulla,-35.35,150.4667,21.54,48,15,3.29,AU,1683859630
552,qamdo,31.1667,97.2333,0.14,48,100,2.61,CN,1683859630
553,sal rei,16.1833,-22.9167,21.56,86,20,6.18,CV,1683859631
554,sandnessjoen,66.0217,12.6316,7.03,94,99,1.34,NO,1683859631
555,swan hill,-35.3378,143.5544,19.04,36,100,1.18,AU,1683859388
556,aripuana,-9.1667,-60.6333,22.41,94,100,0.82,BR,1683859632
557,sao vicente,-23.9631,-46.3919,22.77,26,92,1.86,BR,1683859475
558,waspan,14.7419,-83.9717,26.14,84,99,3.11,NI,1683859633
559,asau,46.4333,26.4,6.51,88,76,0.51,RO,1683859633
560,mandalgovi,45.7625,106.2708,8.81,28,5,3.71,MN,1683859633
561,aljezur,37.3191,-8.8033,12.34,77,0,5.5,PT,1683859634
562,usinsk,65.9939,57.5281,0.29,100,100,6.91,RU,1683859634
563,sambava,-14.2667,50.1667,22.51,85,3,3.04,MG,1683859634
564,torghay,49.6339,63.4981,16.04,53,75,5.87,KZ,1683859635
565,alta,69.9689,23.2717,6.22,85,100,2.06,NO,1683859635
566,kanker,20.2719,81.4931,33.4,14,98,2.41,IN,1683859637
567,doume,4.2333,13.45,20.6,96,83,0.53,CM,1683859638
568,ghormach,35.7306,63.7826,22.43,42,3,1.63,AF,1683859638
569,enriquillo,17.9,-71.2333,24.84,85,10,3.87,DO,1683859639
570,beatrice,40.2681,-96.747,19.93,88,100,4.12,US,1683859639
571,suomussalmi,64.8869,28.9078,3.88,89,25,2.57,FI,1683859639
572,vylkove,45.4021,29.586,9.4,67,30,3.73,UA,1683859640
573,yaren,-0.5472,166.916,28.87,76,100,4.95,NR,1683859640
574,howrah,22.5892,88.3103,30.0,89,75,4.12,IN,1683859640
575,gizo,-8.103,156.8419,29.56,72,62,2.27,SB,1683859641
576,auki,-8.7676,160.7034,29.9,68,74,1.57,SB,1683859641
577,benguela,-12.5763,13.4055,24.1,89,26,1.05,AO,1683859642
578,michigan city,41.7075,-86.895,17.79,67,0,0.0,US,1683859642
579,andovoranto,-18.95,49.1,21.56,91,62,1.47,MG,1683859643
580,mananara,-16.1667,49.7667,21.23,94,24,2.0,MG,1683859644
581,ashland,40.8167,-82.2665,15.4,69,29,1.56,US,1683859644
582,adrar,20.5022,-10.0711,29.58,12,7,3.13,MR,1683859644
583,chernyshevskiy,63.0128,112.4714,3.53,69,100,4.83,RU,1683859645
584,grootfontein,-19.5667,18.1167,9.76,62,55,1.03,NA,1683859645
585,mar del plata,-38.0023,-57.5575,11.92,80,0,1.54,AR,1683859646
586,enoch,37.7733,-113.0244,15.39,34,40,4.12,US,1683859646
587,khiri mat,16.8333,99.8,28.82,64,95,1.55,TH,1683859646
